# metr_deep MDF table funding_events.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:09Z; ids MDFNNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,ledger,money_type,amount_usd,currency,from_entity,to_entity,date,date_precision,period,payment_status,purpose_restriction,task,target_prefix,element_ids,subject,entity_type,aliases,identifier,intermediary,relationship_type,start_date,end_date,project,provider,in_kind_type,quantity_or_value,terms,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,edge_type,documented_transaction,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDF0073,,regrant,,EUR,Effektiv Spenden Giving Fund (H1/2023),ARC Evals (Alignment Research Center evaluations project),2023,year,H1/2023,fund-mittel allocated (~128.000 €),ARC Evals evaluation project,A,MDF,C02.E5;C06.E1,Effektiv Spenden H1/2023 German fund blog — ARC Evals ~128.000 € following Longview recommendation,grantmaker,,,"Longview Philanthropy / Longtermism Fund (named as recommender, not payer)",regrant following a Longview recommendation,,,,,,,,,,,,,,issuer statements,Wayback id_ GET https://web.archive.org/web/20251226154606id_/https://effektiv-spenden.org/blog/fonds-zukunft-bewahren-h1-2023/,https://effektiv-spenden.org/blog/fonds-zukunft-bewahren-h1-2023/,"ARC Evals</em></a>, das Evaluierungsprojekt des <a href=""https://www.alignment.org/"" target=""_blank"" rel=""noreferrer noopener""><em>Alignment Research Center</em></a><em>, </em>mit 128.000 €. Damit setzen wir uns auch mit den Risiken Künstlicher Intelligenz (KI) auseinander und folgen der Empfehlung",2026-09-16T06:12:00Z,"same EUR 128,000 described as following Longview's recommendation of ARC Evals",1,UES filing; Longview payment document is a separate money_type (recommendation) and is not this regrant,"Live URL 403; German-language blog. Longview is named as recommender of ARC Evals, not as the German payer.",CONFIRMED,,Saved wayback-es-h1-2023-id-20260916T061200Z.html. Do not merge Longview recommendation and Effektiv regrant into one amount. Do not treat Longview as the legal filer of this euro payment.; lane=research/grok-out/MD10-longview-pooled-regrants.csv#8; review=research/agents-2026-09-16/MDREVIEW-MD10.md
MDF0074,,recommendation,120000,USD,Survival and Flourishing Fund,"Model Evaluation and Threat Research, Inc.",2025,year,SFF-2025,"recommendation; table also prints a separate +$428,000 match figure",General support,A,MDF,C02.E5,SFF recommendations table — METR legal recipient (METR-named route),grantmaker,Survival and Flourishing Fund; SFF,,,SFF recommendation (not a 990 payment line),,,,,,,,,,,,,no (recommendation table),issuer statements,GET https://survivalandflourishing.fund/recommendations HTML table filter METR,https://survivalandflourishing.fund/recommendations,"Model Evaluation &amp; Threat Research (METR)</td><td class=""in-grid"">$120,000 +$428,000‡</td><td class=""in-grid"">Model Evaluation and Threat Research, Inc.</td><td class=""in-grid"">General support</td></tr><tr><td class=""in-grid"">SFF-2025</td><td class=""in-grid"">Jaan Tallinn</td><td class=""in-grid"">",2026-09-16T06:12:00Z,"SFF-2025 METR $120,000 recommendation plus separately printed $428,000 match",1,MD09 / SFF payment evidence; this lane records METR-named recommendation only,"Table concatenates $120,000 and +$428,000‡; they are not summed here. Jaan Tallinn is the named recommender on the SFF table, not identified as a METR donor.",CONFIRMED,,METR about names 'recommendations by the Survival and Flourishing Fund'. Saved sff-recommendations-20260916T061200Z.html. Full SFF/Tallinn payment work is MD09 (non-goal).; lane=research/grok-out/MD10-longview-pooled-regrants.csv#9; review=research/agents-2026-09-16/MDREVIEW-MD10.md
MDF0075,,recommendation,204000,USD,Survival and Flourishing Fund,"Model Evaluation and Threat Research, Inc.",2024,year,SFF-2024,recommendation,General support,A,MDF,C02.E5,"SFF-2024 recommendation to METR Inc $204,000",grantmaker,,,,SFF recommendation,,,,,,,,,,,,,,issuer statements,GET https://survivalandflourishing.fund/recommendations HTML table filter Model Evaluation and Threat Research,https://survivalandflourishing.fund/recommendations,"<td class=""in-grid"">$204,000</td>",2026-09-16T06:12:00Z,"SFF-2024 $204,000 recommendation to METR Inc",1,MD09 payment evidence,Recommendation table is not a filed grant.,CONFIRMED,,"Separate from the 2025 $120,000 and $428,000 figures; not summed. Same primary sff-recommendations-20260916T061200Z.html.; lane=research/grok-out/MD10-longview-pooled-regrants.csv#10; review=research/agents-2026-09-16/MDREVIEW-MD10.md"
MDF0076,,recommendation,220000,USD,Longview Philanthropy,METR (formerly called ARC Evals),2023,year,,,,B,MDF,C02.E2;C01.E5,Giving What We Can charities sitemap enumeration,,METR; ARC Evals,,,,,,,,,,,,,,,,,public grant databases,GET https://www.givingwhatwecan.org/sitemap.xml -> sitemap-0.xml (1489 loc); filter charities/metr or charities/arc-evals,https://www.givingwhatwecan.org/sitemap-0.xml,<loc>https://www.givingwhatwecan.org/charities/arc-evals</loc>,2026-09-16T06:13:08Z,GWWC sitemap-0 has 1489 loc; charities/arc-evals present; charities/metr HTTP 404. Charity page titles METR (formerly called ARC Evals).,1489,https://www.givingwhatwecan.org/charities/arc-evals,"/charities/metr is 404; alias ARC Evals is the sitemap slug. GWWC is an evaluator quoting Longview, not Longview's own ledger.",CONFIRMED,,"Independent catalog used to locate the Longview public-fund recommendation. Saved gwwc-sitemap-0_20260916T061308Z.xml, gwwc-arc_20260916T060817Z.html.; lane=research/grok-out/MD13-grant-database-sweep.csv#B13; review=research/agents-2026-09-16/MDREVIEW-MD13.md; superseded by MDF0539 2026-09-16"
MDF0077,,recommendation,1401000,USD,Future of Life Institute,Alignment Research Center,,,,,Support for the Alignment Research Center (ARC) Evaluation (Evals) Team,B,MDF,C02.E2;C01.E5,Future of Life Institute grant-sitemap enumeration,,ARC Evals; Alignment Research Center Evals,,,,,,,,,,,,,,,,,public grant databases,GET https://futureoflife.org/grant-sitemap.xml (154 loc) filter alignment-research|metr|model-evaluation; then GET the ARC grant permalink,https://futureoflife.org/grant-sitemap.xml,<loc>https://futureoflife.org/grant/alignment-research-center/</loc>,2026-09-16T06:13:05Z,FLI grant-sitemap n=154; one Alignment Research Center loc; zero METR/Model Evaluation loc. WP REST /wp/v2/grant 404; sitemap is the public catalog.,154,https://futureoflife.org/grant/alignment-research-center/,"Award is to Alignment Research Center Evals Team, not to METR Inc. Amount labelled recommended, not paid.",CONFIRMED,,"Independent catalog. METR Inc none-found is D-side; ARC award is C06. Saved fli-grant-sitemap_20260916T061305Z.xml, fli-grant-arc_20260916T061641Z.html.; lane=research/grok-out/MD13-grant-database-sweep.csv#B15; review=research/agents-2026-09-16/MDREVIEW-MD13.md; superseded by MDF0540 2026-09-16"
MDF0078,,commitment,350000,USD,The David and Lucile Packard Foundation,Model Evaluation and Threat Research,2026,year,12,,for general support,C,MDF,C02.E2;C01.E5,Packard grant 2026-79050 to Model Evaluation and Threat Research,grantmaker-award,METR; Model Evaluation and Threat Research,grant_id=2026-79050; grantee_id=30794,,grant,2026,,,,,,,,,,,,funder database award listing; payment not shown,public grant databases,GET https://www.packard.org/grantee/model-evaluation-and-threat-research/,https://www.packard.org/grantee/model-evaluation-and-threat-research/,"1 Grants / $350,000",2026-09-16T06:06:59Z,"1 grant listed: year 2026, term 12, amount $350,000, purpose for general support",1,https://www.packard.org/grant/2026-79050/,"Page gives award year and term in months, not a day-dated instrument or paid/unpaid flag. A commitment is not a payment. This lane has no source connecting $350,000 to METR's approximately $71 million Feb-Aug 2026 total.",CONFIRMED,,Recipient alias matched: Model Evaluation and Threat Research (METR). money_type=commitment. Saved packard-grantee-metr_20260916T060659Z.html.; lane=research/grok-out/MD13-grant-database-sweep.csv#C01; review=research/agents-2026-09-16/MDREVIEW-MD13.md
MDF0079,,recommendation,204000,USD,Survival and Flourishing Fund,"Model Evaluation and Threat Research, Inc.",SFF-2024,interval,,"recommendation, not a payment",General support,C,MDF,C02.E2;C01.E5,"SFF-2024 recommendation to Model Evaluation and Threat Research, Inc.",,METR; Model Evaluation and Threat Research,SFF-2024,Jaan Tallinn,,,,,,,,,,,,,,,public grant databases,GET https://survivalandflourishing.fund/ table filter round=SFF-2024 recipient contains Model Evaluation,https://survivalandflourishing.fund/,"<td class=""in-grid"">Model Evaluation and Threat Research</td>
    <td class=""in-grid"">$204,000</td>",2026-09-16T06:07:50Z,"One SFF-2024 recommendation of $204,000 to METR Inc for general support; funder column Jaan Tallinn",1,,Round label is not a calendar date. A recommendation is not a payment and is not summed with the SFF-2025 row or with matching pledges.,CONFIRMED,,"Alias matched to Model Evaluation and Threat Research, Inc. Same table has a separate SFF-2024 $197,000 Alignment Research Center row (C05). Saved sff-fund_20260916T060750Z.html.; lane=research/grok-out/MD13-grant-database-sweep.csv#C02; review=research/agents-2026-09-16/MDREVIEW-MD13.md"
MDF0080,,recommendation,120000,USD,Survival and Flourishing Fund,"Model Evaluation and Threat Research, Inc.",SFF-2025,interval,,"recommendation, not a payment",General support,C,MDF,C02.E2;C01.E5,SFF-2025 recommendation and matching pledge to METR Inc (types kept separate),,METR; Model Evaluation & Threat Research (METR),SFF-2025,Jaan Tallinn,,,,,,,,,,,,,,,public grant databases,GET https://survivalandflourishing.fund/ table filter round=SFF-2025 recipient METR,https://survivalandflourishing.fund/,"<td class=""in-grid"">SFF-2025</td><td class=""in-grid"">Jaan Tallinn</td><td class=""in-grid"">Model Evaluation &amp; Threat Research (METR)</td><td class=""in-grid"">$120,000 +$428,000‡</td>",2026-09-16T06:07:50Z,"SFF-2025 recommendation $120,000 to METR Inc; matching pledge $428,000 recorded on C03b and not summed here",1,,"‡ Matching Pledge is a commitment to match outside donations up to the pledged amount, a different money_type from the $120,000 recommendation.",CONFIRMED,,"Do not sum 120000+428000. Legal recipient Model Evaluation and Threat Research, Inc.; lane=research/grok-out/MD13-grant-database-sweep.csv#C03; review=research/agents-2026-09-16/MDREVIEW-MD13.md"
MDF0081,,commitment,428000,USD,Survival and Flourishing Fund,"Model Evaluation and Threat Research, Inc.",SFF-2025,interval,,"matching pledge, not a payment",General support,C,MDF,C02.E2;C01.E5,SFF-2025 matching pledge to METR Inc,,METR,SFF-2025 matching pledge,Jaan Tallinn,,,,,,,,,,,,,,,public grant databases,GET https://survivalandflourishing.fund/ Matching Pledges footnote plus SFF-2025 METR row,https://survivalandflourishing.fund/,"Matching Pledges are commitments made by Funders as part of an S-Process round to match outside donations to a recipient at some rate (e.g. 2-to-1), up to the pledged amount.",2026-09-16T06:07:50Z,"Matching pledge $428,000 typed as commitment, not summed with the $120,000 recommendation",1,,Whether the match was drawn is not stated on this table.,CONFIRMED,,Separate money_type from C03. Same primary HTML.; lane=research/grok-out/MD13-grant-database-sweep.csv#C03b; review=research/agents-2026-09-16/MDREVIEW-MD13.md
MDF0082,,recommendation,220000,USD,Longview Philanthropy,METR (formerly called ARC Evals),2023,year,,,public fund grant (GWWC paraphrase of Longview),C,MDF,C02.E2;C01.E5,"Longview public-fund recommendation of $220,000 in 2023 as quoted on GWWC",,METR; ARC Evals,,,,,,,,,,,,,,,,evaluator page quoting Longview; not a Longview REST amount field,press,GET https://www.givingwhatwecan.org/charities/arc-evals,https://www.givingwhatwecan.org/charities/arc-evals,"After investigating METR&#x27;s strategy and track record, Longview Philanthropy recommended a grant of $220,000 from its public fund in 2023.",2026-09-16T06:08:17Z,"GWWC records a 2023 Longview public-fund recommendation of $220,000 to METR/ARC Evals",1,,"Amount is not in Longview's public grant CPT JSON (B09). This is GWWC's on-record quotation of Longview, not a 990 paid line. A recommendation is not a payment.",DIFFERS,,Recipient alias matched: GWWC title METR (formerly called ARC Evals). Longview CPT object 1577 is the catalog hit (B09). Saved gwwc-arc_20260916T060817Z.html.; audit-1 2026-09-16: lane said source_class=named on-record statements; lane=research/grok-out/MD13-grant-database-sweep.csv#C04; review=research/agents-2026-09-16/MDREVIEW-MD13.md
MDF0083,,recommendation,197000,USD,Survival and Flourishing Fund,Alignment Research Center,SFF-2024,interval,,,General support,C,MDF,C02.E2,SFF-2024 recommendation to Alignment Research Center (not METR Inc),,Alignment Research Center,SFF-2024 ARC,Jaan Tallinn,,,,,,,,,,,,,,,public grant databases,GET https://survivalandflourishing.fund/ table filter Alignment Research Center and round SFF-2024,https://survivalandflourishing.fund/,"<td class=""in-grid"">Alignment Research Center</td>
    <td class=""in-grid"">$197,000</td>",2026-09-16T06:07:50Z,"Separate legal-entity recommendation to Alignment Research Center $197,000; not merged with METR Inc $204,000 in the same round",1,,Not a METR Inc award. Recorded so alias search does not collapse ARC into METR.,CONFIRMED,,Unmerged. Same table as C02.; lane=research/grok-out/MD13-grant-database-sweep.csv#C05; review=research/agents-2026-09-16/MDREVIEW-MD13.md
MDF0084,,recommendation,1401000,USD,Future of Life Institute,Alignment Research Center,,,,,Support for the Alignment Research Center (ARC) Evaluation (Evals) Team,C,MDF,C02.E2,FLI recommended grant to ARC Evaluation (Evals) Team,,ARC Evals; Alignment Research Center Evals,,,,,,,,,,,,,,,,,public grant databases,GET https://futureoflife.org/grant/alignment-research-center/,https://futureoflife.org/grant/alignment-research-center/,"$1,401,000.00",2026-09-16T06:16:41Z,"FLI lists amount recommended $1,401,000.00 to ARC Evals Team at Alignment Research Center",1,,"Recommended, not typed paid. Recipient is Alignment Research Center, not METR Inc. Date not a day on the recovered text.",CONFIRMED,,Alias ARC Evals matched to ARC the 501(c)(3). Not merged with METR Inc. Saved fli-grant-arc_20260916T061641Z.html.; lane=research/grok-out/MD13-grant-database-sweep.csv#C06; review=research/agents-2026-09-16/MDREVIEW-MD13.md
MDF0085,,recommendation,72000,USD,Long-Term Future Fund,Alignment Research Center,2022,year,2022 Q4,,A research & networking retreat for winners of the Eliciting Latent Knowledge contest,C,MDF,C02.E2,EA Funds LTFF 2022 Q4 grant to Alignment Research Center,,Alignment Research Center,recxLTfnPAr8TTOal,,,,,,,,,,,,,,,,public grant databases,GET https://funds.effectivealtruism.org/api/grants CSV filter grantee==Alignment Research Center,https://funds.effectivealtruism.org/api/grants,"recxLTfnPAr8TTOal,Long-Term Future Fund,A research & networking retreat for winners of the Eliciting Latent Knowledge contest,Alignment Research Center,72000,2022 Q4,2022,",2026-09-16T06:21:48Z,"One LTFF CSV row: Alignment Research Center $72,000 in 2022 Q4. No METR Inc row.",1,,"April 2023 payout-report HTML quotes $54,543 for an ARC ELK event; that is a different document and is not summed with 72000.",CONFIRMED,,Not a METR Inc award. Saved eaf-api_20260916T062148Z.html.; lane=research/grok-out/MD13-grant-database-sweep.csv#C07; review=research/agents-2026-09-16/MDREVIEW-MD13.md
MDF0086,,paid_grant,,,Founders Pledge,METR,2024-04,month,,,Funding METR's development of autonomous capability evaluations and their research on AI task-completion time horizons,C,MDF,C02.E2,Founders Pledge METR grantee card (amount undisclosed),,METR,,,,,,,,,,,,,,,,grantee card; amount not published,public grant databases,GET https://www.founderspledge.com/grantees/metr,https://www.founderspledge.com/grantees/metr,Funding METR&#x27;s development of autonomous capability evaluations and their research on AI,2026-09-16T06:08:09Z,"Founders Pledge lists METR as a funded grantee, first funded April 2024; amount not on the page",1,,Amount_usd left empty because the page does not publish a figure. Incomplete-list disclaimer on the database.,CONFIRMED,,Payer=Founders Pledge community funds; recipient alias METR. Saved fp-metr_20260916T060809Z.html.; lane=research/grok-out/MD13-grant-database-sweep.csv#C08; review=research/agents-2026-09-16/MDREVIEW-MD13.md
MDF0087,,commitment,,,The Audacious Project,Canary (METR and RAND),,,,,AI safety evaluations collaboration,C,MDF,C02.E2;C01.E5,Audacious Project Canary listing (METR and RAND collaboration; no amount on page),,METR,,,,,,Canary,,,,,,,,,,grantee page; amount not published,public grant databases,GET https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand,https://www.audaciousproject.org/grantees/project-canary-a-collaboration-between-metr-and-rand,Canary: A collaboration between METR and RAND | The Audacious Project,2026-09-16T06:09:27Z,Audacious lists Project Canary as a METR+RAND collaboration; no dollar amount on the recovered page,1,,Amount blank. Collaboration is not a METR-only payment. Seed $38 million figure is not recollected.,CONFIRMED,,Named-supporter catalog hit. Saved audacious-canary_20260916T060927Z.html.; lane=research/grok-out/MD13-grant-database-sweep.csv#C09; review=research/agents-2026-09-16/MDREVIEW-MD13.md
MDF0088,,recommendation,3247000,USD,Survival and Flourishing Fund,Alignment Research Center,SFF-2023-H1,interval,,,General Support of Alignment Research Center (Evals Team),C,MDF,C02.E2,SFF-2023-H1 recommendation to Alignment Research Center (Evals Team),,Alignment Research Center (Evals Team); ARC Evals,SFF-2023-H1,Jaan Tallinn,,,,,,,,,,,,,,,public grant databases,GET https://survivalandflourishing.fund/ table filter SFF-2023-H1 Alignment Research Center (Evals Team),https://survivalandflourishing.fund/,"<td class=""in-grid"">Alignment Research Center (Evals Team)</td>
      <td class=""in-grid"">$3,247,000</td>",2026-09-16T06:07:50Z,"SFF-2023-H1 $3,247,000 recommendation to Alignment Research Center for Evals Team; legal recipient Alignment Research Center, not METR Inc",1,,Not summed with later METR Inc recommendations. Legal recipient column is Alignment Research Center.,CONFIRMED,,Pre-spinout Evals Team support at ARC. Unmerged from METR Inc.; lane=research/grok-out/MD13-grant-database-sweep.csv#C10; review=research/agents-2026-09-16/MDREVIEW-MD13.md
